4463_ham	0	a	Sorry I flaked last night shits seriously goin down with my roommate what you up to tonight
2112_ham	0	a	Yar he quite clever but aft many guesses lor He got ask me 2 bring but i thk darren not so willing 2 go Aiya they thk leona still not attach wat
5027_spam	1	a	Ur cashbalance is currently 500 pounds  to maximize ur cashin now send GO to 86688 only 150pmeg CC 08718720201 HGSuite3422lands RowW1j6HL
4779_ham	0	a	U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN U R MY BABY COME AND C ME IN THE COMMON ROOM
2600_ham	0	a	Gosh that  what a pain Spose I better come then
3179_ham	0	a	K k  then watch some films
207_ham	0	a	As I entered my cabin my PA said  Happy Bday Boss  I felt special She askd me 4 lunch After lunch she invited me to her apartment We went there
3799_ham	0	a	Feb  ltgt  is I LOVE U day Send dis to all ur VALUED FRNDS evn me If 3 comes back ull gt married d person u luv If u ignore dis u will lose ur luv 4 Evr
2914_ham	0	a	Kindly send some one to our flat before  ltDECIMALgt  today
2169_ham	0	a	Thx All will be well in a few months
5486_ham	0	a	Ofcourse I also upload some songs
3304_ham	0	a	Itll be tough but Ill do what I have to
4335_ham	0	a	Boo what time u get out U were supposed to take me shopping today 
91_ham	0	a	Sorry to be a pain Is it ok if we meet another night I spent late afternoon in casualty and that means i havent done any of y stuff42moro and that includes all my time sheets and that Sorry 
2131_ham	0	a	Later i guess I needa do mcat study too
1466_spam	1	a	YOU 07801543489 are guaranteed the latests Nokia Phone a 40GB iPod MP3 player or a 500 prize Txt wordCOLLECT to No83355 TCLLC NYUSA 150pMt msgrcvd18
3322_ham	0	a	Yo im right by yo work
729_ham	0	a	Exactly Anyways how far Is jide her to study or just visiting
3866_ham	0	a	THATS ALRITE GIRL U KNOW GAIL IS NEVA WRONGTAKE CARE SWEET AND DONT WORRYC U L8TR HUNLOVE Yaxxx
4402_ham	0	a	Many times we lose our best ones bcoz we are 
4452_ham	0	a	And that is the problem You walk around in julianaland oblivious to what is going on around you I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do Its not that you dont know why Im upsetits that you dont listen when i tell you WHAT is going to upset me Then you want to be surprised when Im mad
205_ham	0	a	U call me alter at 11 ok
3699_ham	0	a	Sbut he had some luck2 catches put down
5335_ham	0	a	No Its not pride Im almost  ltgt  years old and shouldnt be takin money from my kid Youre not supposed to have to deal with this stuff This is grownup stuffwhy i dont tell you
1163_spam	1	a	Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005 Text FA to 87121 to receive entry questionstd txt rateTCs apply 08452810075over18s
5519_ham	0	a	Can you pls send me that company name In saibaba colany
4864_spam	1	a	Bored housewives Chat n date now 08717507711 BTnational rate 10pmin only from landlines
4766_ham	0	a	if you text on your way to cup stop that should work And that should be BUS
1112_ham	0	a	Awesome think we can get an 8th at usf some time tonight
3905_spam	1	a	Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points To claim call 08719181259 Identifier code XXXXX Expires 260305
5408_ham	0	a	 Are you in the pub
578_ham	0	a	Ü wait 4 me in sch i finish ard 5
5215_ham	0	a	I keep ten rs in my shelf buy two egg
1583_ham	0	a	Yep at dereks house now see you Sunday lt3
4010_ham	0	a	Ha Then we must walk to everywhere Cannot take tram My cousin said can walk to vic market from our hotel 
5410_ham	0	a	Daddy shu shu is looking 4 u U wan me 2 tell him ure not in singapore or wat
169_ham	0	a	Great escape I fancy the bridge but needs her lager See you tomo 
3138_ham	0	a	Youre right I have now that I think about it
5297_ham	0	a	My darling sister How are you doing Whens school resuming Is there a minimum wait period before you reapply Do take care
2958_ham	0	a	I would but Im still cozy And exhausted from last nightnobody went to school or work Everything is closed
2685_ham	0	a	Yupz Ive oredi booked slots 4 my weekends liao 
2615_ham	0	a	Sir hope your day is going smoothly i really hoped i wont have to bother you about this I have some bills that i cant settle this month I am out of all extra cash I know this is a challenging time for you also but i have to let you know
3489_ham	0	a	Still i have not checked it da  
1607_ham	0	a	Ok no prob Ill come after lunch then
320_ham	0	a	Coffee cake i guess
1150_ham	0	a	Not a drop in the tank
629_spam	1	a	New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddycom TXT ONE name to 89693
3371_ham	0	a	Most of the tiime when i dont let you hug me its so i dont break into tears
1619_ham	0	a	The 2 oz guy is being kinda flaky but one friend is interested in picking up  ltgt  worth tonight if possible
5288_ham	0	a	An excellent thought by a misundrstud frnd I knw u hate me bt the day wen ull knw the truth ull hate urself Gn
4876_ham	0	a	I know dat feelin had it with Pete Wuld get with em  nuther place nuther time mayb
1397_ham	0	a	Shall i start from hear
1330_ham	0	a	I dont know what to do to come out of this so only am ask questions like this dont mistake me
4265_ham	0	a	She just broke down a list of reasons why nobodys in town and I cant tell if shes being sarcastic or just faggy
3708_ham	0	a	Aight do you still want to get money
4600_ham	0	a	Have you laid your airtel line to rest
4510_ham	0	a	Ü takin linear algebra today
5313_ham	0	a	My sister going to earn more than me da
4016_spam	1	a	You will be receiving this weeks Triple Echo ringtone shortly Enjoy it
5044_ham	0	a	O ic lol Should play 9 doors sometime yo
2152_ham	0	a	I surely dont forgot to comei will always be in touch in with you
1404_ham	0	a	cool We will have fun practicing making babies
4324_ham	0	a	Aight well keep me informed
983_spam	1	a	Congrats 2 mobile 3G Videophones R yours call 09063458130 now videochat wid your mates play java games Dload polyPH music noline rentl
2497_ham	0	a	HCL chennai requires FRESHERS for voice processExcellent english neededSalary upto  ltgt Call MsSuman  ltgt  for Telephonic interview via Indyarockscom
4286_ham	0	a	I pocked you up there before
5375_ham	0	a	I cant pick the phone right now Pls send a message
127_ham	0	a	Just so that you knowyetunde hasnt sent money yet I just sent her a text not to bother sending So its over you dont have to involve yourself in anything I shouldnt have imposed anything on you in the first place so for that i apologise
3702_ham	0	a	Shall i get my pouch
3059_spam	1	a	You are now unsubscribed all services Get tons of sexy babes or hunks straight to your phone go to httpgotbabescouk No subscriptions
3958_ham	0	a	Where is that one day training
5535_ham	0	a	I know you are thinkin malaria But relax children cant handle malaria She would have been worse and its gastroenteritis If she takes enough to replace her loss her temp will reduce And if you give her malaria meds now she will just vomit Its a self limiting illness she has which means in a few days it will completely stop
2513_ham	0	a	Hiya  have u been paying money into my account If so thanks Got a pleasant surprise when i checked my balance u c i dont get statements 4 that acc
5059_ham	0	a	Geeeee  Your internet is really bad today eh 
4483_ham	0	a	What do u reckon as need 2 arrange transport if u cant do it thanks
3180_ham	0	a	Does cinema plus drink appeal tomo  Is a fr thriller by director i like on at mac at 830
4350_ham	0	a	Ü bot notes oredi Cos i juz rem i got
1172_spam	1	a	Got what it takes 2 take part in the WRC Rally in Oz U can with Lucozade Energy Text RALLY LE to 61200 25p see packs or lucozadecoukwrc  itcould be u
1555_ham	0	a	Yeah we do totes When u wanna
827_ham	0	a	Hahahause your brain dear
4746_spam	1	a	Camera  You are awarded a SiPix Digital Camera call 09061221066 fromm landline Delivery within 28 days
3456_ham	0	a	No need lar Jus testing e phone card Dunno network not gd i thk Me waiting 4 my sis 2 finish bathing so i can bathe Dun disturb u liao u cleaning ur room
4085_ham	0	a	Quite ok but a bit ex U better go eat smth now else ill feel guilty
4053_ham	0	a	Ya ok then had dinner
1766_ham	0	a	Hi this is yijue Its regarding the 3230 textbook its intro to algorithms second edition Im selling it for 50
2780_ham	0	a	Well I might not come then
220_ham	0	a	Yeah you should I think you can use your gt atm now to register Not sure but if theres anyway i can help let me know But when you do be sure you are ready
426_ham	0	a	Ok Shell be ok I guess
2297_spam	1	a	Forwarded from 21870000Hi  this is your Mailbox Messaging SMS alert You have 4 messages You have 21 matches Please call back on 09056242159 to retrieve your messages and matches
2724_ham	0	a	Tunde how are you doing This is just wishing you a great day Abiola
2866_ham	0	a	He says hi and to get your ass back to south tampa preferably at a kegger
4311_spam	1	a	Someone U know has asked our dating service 2 contact you Cant Guess who CALL 09058091854 NOW all will be revealed PO BOX385 M6 6WU
5028_spam	1	a	PRIVATE Your 2003 Account Statement for shows 800 unredeemed SIM points Call 08715203685 Identifier Code4xx26 Expires 131004
4934_ham	0	a	Once free call me sir
1690_ham	0	a	Bring tat cd don forget
4473_spam	1	a	3 You have received your mobile content Enjoy
5402_ham	0	a	Hi babe its me thanks for coming even though it didnt go that welli just wanted my bed Hope to see you soon love and kisses xxx
3689_ham	0	a	Ill meet you in the lobby
3676_ham	0	a	Whos this am in class
4002_ham	0	a	Hes just gonna worry for nothing And he wont give you money its no use
2004_ham	0	a	Ssindia going to draw the series after many years in south african soil
4549_ham	0	a	Hope you are having a good week Just checking in
1422_ham	0	a	Do you work all this week 
908_ham	0	a	Ill give her once i have it Plus she said grinule greet you whenever we speak
2542_ham	0	a	I dont Can you send it to me Plus hows mode
3204_ham	0	a	Haha Yup hopefully  we will lose a few kg by mon after hip hop can go orchard and weigh again
1788_ham	0	a	Yessura in sun tvlol
2132_ham	0	a	Sfrom the training manual it show there is no tech processits all about password reset and troubleshooting
3053_ham	0	a	Please leave this topicsorry for telling that
5455_ham	0	a	Wishing you a beautiful day Each moment revealing even more things to keep you smiling Do enjoy it
1282_ham	0	a	Am I the only one who doesnt stalk profiles
2437_ham	0	a	Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
4121_ham	0	a	Babe How goes that day  What are you up to  I miss you already my Love   loving kiss  I hope everything goes well
2637_ham	0	a	Thank god they are in bed
4425_ham	0	a	Update your face book status frequently 
2310_ham	0	a	I have 2 sleeping bags 1 blanket and paper and  phone details Anything else
3969_ham	0	a	Did u turn on the heater The heater was on and set to ltgt degrees
321_ham	0	a	Merry Christmas to you too babe i love ya kisses
5052_ham	0	a	With my sis lor We juz watched italian job
4694_ham	0	a	Tessypls do me a favor Pls convey my birthday wishes to Nimyapls dnt forget it Today is her birthday Shijas
4305_ham	0	a	Good good billy mates all gone Just been jogging again Did enjoy concert
33_ham	0	a	For fear of fainting with the of all that housework you just did Quick have a cuppa
4237_spam	1	a	U can WIN 100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs wwwIdewcom SkillGame 1Winaweek age16 150ppermessSubscription
5386_ham	0	a	Im at work Please call
5498_ham	0	a	Why did I wake up on my own gt
668_ham	0	a	This pay is  ltDECIMALgt  lakhs
3315_ham	0	a	Oh gei That happend to me in tron Maybe ill dl it in 3d when its out
1717_ham	0	a	Sorry about earlier Putting out firesAre you around to talk after 9 Or do you actually have a life lol
118_ham	0	a	Goodo Yes we must speak friday  eggpotato ratio for tortilla needed 
385_spam	1	a	Double mins and txts 4 6months FREE Bluetooth on Orange Available on Sony Nokia Motorola phones Call MobileUpd8 on 08000839402 or call2optoutN9DX
4315_ham	0	a	Is ur changes 2 da report big Cos ive already made changes 2 da previous report
4411_ham	0	a	You also didnt get na hi hi hi hi hi
3052_ham	0	a	Awesome question with a cute answer Someone asked a boy how is ur life   He smiled amp answered   She is fine Gudnite
149_ham	0	a	Ki deleted my contact that why
4648_ham	0	a	God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands Now plz dont ask y he created so much gap between legs 
1558_ham	0	a	Wat r u doing
2354_spam	1	a	Please CALL 08712402902 immediately as there is an urgent message waiting for you
3757_ham	0	a	Yeshere tv is always available in work place
4884_ham	0	a	New Theory Argument wins d SITUATION but loses the PERSON So dont argue with ur friends just    kick them amp say Im always correct
4830_ham	0	a	How long before you get reply just defer admission til next semester
2038_ham	0	a	Oh sorry please its over
767_ham	0	a	Im nt goin got somethin on unless they meetin 4 dinner lor Haha i wonder who will go tis time
3061_ham	0	a	Kkfrom tomorrow onwards started ah
1826_ham	0	a	Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem
1141_ham	0	a	Ohas usual vijay film or its different
4479_ham	0	a	I anything lor
1827_ham	0	a	Dude Whats up How Teresa Hope you have been okay When i didnt hear from these people i called them and they had received the package since dec  ltgt  Just thot yould like to know Do have a fantastic year and all the best with your reading Plus if you can really really Bam first aid for Usmle then your work is done
262_ham	0	a	Anyway im going shopping on my own now Cos my sis not done yet Dun disturb u liao
2571_ham	0	a	From 5 to 2 only my work timing
1212_ham	0	a	Ok then i will come to ur home after half an hour
4773_ham	0	a	Hi Mobile no  ltgt  has added you in their contact list on wwwfullonsmscom It s a great place to send free sms to people For more visit fullonsmscom
689_ham	0	a	Thanks love But am i doing torch or bold
2761_ham	0	a	I dont thnk its a wrong calling between us
4548_ham	0	a	Hey mate Spoke to the mag people Were on  the is deliver by the end of the month Deliver on the 24th sept Talk later 
232_ham	0	a	Dear we are going to our rubber place
5292_spam	1	a	Urgent Please call 09061213237 from landline 5000 cash or a luxury 4 Canary Islands Holiday await collection TCs SAE PO Box 177 M227XY 150ppm 16
2398_ham	0	a	Neshanthtel me who r u
1894_ham	0	a	Good Morning plz call me sir
67_spam	1	a	Urgent UR awarded a complimentary trip to EuroDisinc Trav AcoEntry41 Or 1000 To claim txt DIS to 87121 186150moreFrmMob ShrAcomOrSglSuplt10 LS1 3AJ
3330_ham	0	a	Sac will score big hundredhe is set batsman
249_ham	0	a	It didnt work again oh Ok goodnight then Ill fix and have it ready by the time you wake up You are very dearly missed have a good night sleep
4977_ham	0	a	You are gorgeous keep those pix cumming  thank you
457_ham	0	a	LOOK AT AMY URE A BEAUTIFUL INTELLIGENT WOMAN AND I LIKE U A LOT I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY
307_ham	0	a	Jos ask if u wana meet up
3129_ham	0	a	would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN that needs to b sacked
2726_ham	0	a	No But well do medical missions to nigeria
1439_ham	0	a	Arms fine hows Cardiff and uni 
3395_ham	0	a	Bull Your plan was to go floating off to IKEA with me without a care in the world So i have to live with your mess another day
4401_ham	0	a	Juz go google n search 4 qet
4819_ham	0	a	Hows ur paper
5035_ham	0	a	I want to go to perumbavoor
468_ham	0	a	When are you going to ride your bike
601_ham	0	a	Mind blastin No more Tsunamis will occur from now on Rajnikant stopped swimming in Indian OceanD
3268_ham	0	a	Ok then i come n pick u at engin
1820_ham	0	a	Dunno dats wat he told me Ok lor
1440_ham	0	a	In fact when do you leave I think addie goes back to school tues or wed
554_ham	0	a	Ok Every night take a warm bath drink a cup of milk and youll see a work of magic You still need to loose weight Just so that you know
2795_ham	0	a	The affidavit says  ltgt  E Twiggs St division g courtroom  ltgt  ltTIMEgt  AM Ill double check and text you again tomorrow
5156_ham	0	a	Sir I need Velusamy sirs date of birth and company bank facilities details
2320_ham	0	a	In which place do you want da
5333_ham	0	a	Neither in sterm voice  im studying All fine with me Not sure the  thing will be resolved tho Anyway Have a fab hols
2652_ham	0	a	Text me when you get off dont call my phones having problems
4076_ham	0	a	God picked up a flower and dippeditinaDEW lovingly touched itwhichturnedinto u and the he gifted tomeandsaidTHIS FRIEND IS 4U
1368_ham	0	a	I dont know same thing thats wrong everyso often he panicks starts goin on bout not bein good enough 
4446_ham	0	a	2 celebrate my bday y else
3018_ham	0	a	One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting 
979_ham	0	a	Hey you can pay With salary de Only  ltgt 
83_ham	0	a	You will be in the place of that man
2564_ham	0	a	Kkim also finewhen will you complete the course
3064_spam	1	a	Hi babe its Jordan how r u Im home from abroad and lonely text me back if u wanna chat xxSP visionsmscom Text stop to stopCost 150p 08712400603
3221_ham	0	a	Its like that hotel dusk game i think You solve puzzles in a area thing
2334_ham	0	a	What happen to her tell the truth
4738_ham	0	a	Nt only for driving even for many reasons she is called BBDthts it chikku then hw abt dvg coldheard tht vinobanagar violence hw is the conditionand hw ru  Any problem
990_ham	0	a	Ugh Gotta drive back to sd from la My butt is sore
5200_spam	1	a	Call Germany for only 1 pence per minute Call from a fixed line via access number 0844 861 85 85 No prepayment Direct access wwwtelediscountcouk
507_ham	0	a	Maybe westshore or hyde park village the place near my house
603_ham	0	a	Speaking of does he have any cash yet
4502_ham	0	a	So wats da decision
3042_ham	0	a	Aight what time you want me to come up
5500_ham	0	a	Love has one law Make happy the person you love In the same way friendship has one law Never make ur friend feel alone until you are alive Gud night
240_spam	1	a	U 447801259231 have a secret admirer who is looking 2 make contact with Ufind out who they Rreveal who thinks UR so specialcall on 09058094597
4079_ham	0	a	Gam gone after outstanding innings
5295_ham	0	a	Alex says hes not ok with you not being ok with it
5098_spam	1	a	TheMobHit the link to get a premium Pink Panther game the new no 1 from Sugababes a crazy Zebra animation or a badass Hoody wallpaperall 4 FREE
218_ham	0	a	Easy ahsen got selected means its good
4710_ham	0	a	Haha awesome I might need to take you up on that what you doin tonight
4383_ham	0	a	yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number Joke
2715_ham	0	a	I am thinking of going down to reg for pract lessons Flung my advance Haha wat time u going
4789_ham	0	a	Thanx Yup we coming back on sun Finish dinner going back 2 hotel now Time flies were tog 4 exactly a mth today Hope well haf many more mths to come
3910_ham	0	a	Serious What like proper tongued her
2442_ham	0	a	Back in brum Thanks for putting us up and keeping us all and happy See you soon 
2219_ham	0	a	Nice talking to you please dont forget my pix  i want to see all of you
1581_ham	0	a	I shall book chez jules for half eight if thats ok with you
3391_spam	1	a	Please CALL 08712402972 immediately as there is an urgent message waiting for you
2710_ham	0	a	Sorry de i went to shop
4363_ham	0	a	I cant right this second gotta hit people up first
4776_ham	0	a	So many people seems to be special at first sight But only very few will remain special to you till your last sight Maintain them till life ends Shjas
1076_ham	0	a	Oi Ami parchi na re Kicchu kaaj korte iccha korche na Phone ta tul na Plz Plz
5315_ham	0	a	Hahahause your brain dear
1436_ham	0	a	Dad went out oredi 
5389_ham	0	a	Okok okthenwhats ur todays plan
1797_ham	0	a	Hey can you tell me blakes address Carlos wanted me to meet him there but I got lost and hes not answering his phone
5012_spam	1	a	You have WON a guaranteed 1000 cash or a 2000 prize To claim yr prize call our customer service representative on 08714712412 between 10am7pm Cost 10p
1643_ham	0	a	Sleeping nt feeling well
2150_ham	0	a	Waaaat Lololo ok next time then
970_ham	0	a	It wont b until 215 as trying 2 sort house out is that ok
3581_ham	0	a	Have a lovely night and when you wake up to see this message i hope you smile knowing all is as should be Have a great morning
1575_ham	0	a	My sis is catching e show in e afternoon so im not watching w her So c u wan 2 watch today or tmr lor
2001_ham	0	a	But ill b going 2 sch on mon My sis need 2 take smth
1088_ham	0	a	You can never do NOTHING
2934_ham	0	a	Yo do you know anyone  ltgt  or otherwise able to buy liquor Our guy flaked and right now if we dont get a hold of somebody its just 4 loko all night
4889_ham	0	a	You have to pls make a note of all shes exposed to Also find out from her school if anyone else was vomiting Is there a dog or cat in the house Let me know later
4225_ham	0	a	Double eviction this week  Spiral and Michael and good riddance to them
4358_ham	0	a	HELLOGORGEOUS HOWS U MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 CIN U 2MRW LUV JAZ
2025_ham	0	a	U having lunch alone I now so bored
2452_ham	0	a	I know complain num onlybettr directly go to bsnl offc nd apply for it
590_ham	0	a	Im in a meeting call me later at
2507_ham	0	a	Who u talking about
2104_ham	0	a	Its a site to simulate the test It just gives you very tough questions to test your readiness
5495_ham	0	a	Good afternoon my love  How goes your day  How did you sleep  I hope your well my boytoy  I think of you 
1274_spam	1	a	network operator The service is free For T  Cs visit 80488biz
3934_ham	0	a	Playin space poker u
3225_ham	0	a	Sorry da thangamits my mistake
3298_spam	1	a	Todays Voda numbers ending 5226 are selected to receive a 350 award If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
3112_ham	0	a	Short But Cute   Be a good person  but dont try to prove  Gud mrng
4696_spam	1	a	URGENT Your Mobile No 07808726822 was awarded a 2000 Bonus Caller Prize on 020903 This is our 2nd attempt to contact YOU Call 08718729758 BOX95QU
4391_ham	0	a	Do you know why god created gap between your fingers So that One who is made for you comes amp fills those gaps by holding your hand with LOVE
2655_ham	0	a	Its sarcasm nt scarcasim
13_ham	0	a	Ive been searching for the right words to thank you for this breather I promise i wont take your help for granted and will fulfil my promise You have been wonderful and a blessing at all times
3156_ham	0	a	Ok
954_ham	0	a	Also remember to get dobbys bowl from your car
2079_spam	1	a	85233 FREERingtoneReply REAL
100_ham	0	a	Please dont text me anymore I have nothing else to say
4354_ham	0	a	Fun fact although you would think armand would eventually build up a tolerance or some shit considering how much he smokes he gets fucked up in like 2 hits
1541_ham	0	a	K come to nordstrom when youre done
3705_ham	0	a	Kent vale lor Ü wait 4 me there ar
3205_ham	0	a	Shes good How are you Where r u working now
3652_ham	0	a	Want to send me a virtual hug I need one
670_ham	0	a	Did u receive my msg
4806_ham	0	a	Sorry for the delay Yes masters
3575_ham	0	a	Yeah sure Ill leave in a min
2783_ham	0	a	Well at this right Im gonna have to get up and check todays steam salespee so text me when you want me to come get you
2177_ham	0	a	get ready to moan and scream 
4124_ham	0	a	Cool want me to go to kappa or should I meet you outside mu
5108_ham	0	a	The sign of maturity is not when we start saying big things But actually it is when we start understanding small things HAVE A NICE EVENING BSLVYL
978_ham	0	a	Dont hesitate You know this is the second time she has had weakness like that So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
1694_ham	0	a	Was gr8 to see that message So when r u leaving Congrats dear What school and wat r ur plans
4938_ham	0	a	G wants to know where the fuck you are
203_ham	0	a	Your account has been refilled successfully by INR  ltDECIMALgt  Your KeralaCircle prepaid account balance is Rs  ltDECIMALgt  Your Transaction ID is KR ltgt 
3861_ham	0	a	Yep I do like the pink furniture tho
1877_ham	0	a	Watching tv now I got new job 
2859_ham	0	a	In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for Gudni8
1741_spam	1	a	UR GOING 2 BAHAMAS CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of2000 CASH 18only To opt out txt X to 07786200117
4058_ham	0	a	Noice Text me when youre here
1321_ham	0	a	Just sent again Do you scream and moan in bed princess
2264_spam	1	a	Not heard from U4 a while Call 4 rude chat private line 01223585334 to cum Wan 2C pics of me gettin shagged then text PIX to 8552 2End send STOP 8552 SAM xxx
4815_ham	0	a	Ummmmmaah Many many happy returns of d day my dear sweet heart HAPPY BIRTHDAY dear
4801_ham	0	a	its cool but tyler had to take off so were gonna buy for him and drop it off at his place later tonight Our total order is a quarter you got enough
1666_ham	0	a	Dunno cos i was v late n when i reach they inside already But we ate spageddies lor Its e gals who r laughing at me lor
791_ham	0	a	This is hoping you enjoyed your game yesterday Sorry ive not been in touch but pls know that you are fondly bein thot off Have a great week Abiola
2424_ham	0	a	Lmao but its so fun
1123_ham	0	a	Okok okthenwhats ur todays plan
3172_ham	0	a	Still otside leu come 2morrow maga
2204_ham	0	a	soon you will have the real thing princess Do i make you wet 
1972_ham	0	a	Enjoy ur life  Good night
2459_ham	0	a	Cool Ill text you when Im on the way
2892_ham	0	a	Yeah theres quite a bit left Ill swing by tomorrow when I get up
546_ham	0	a	Then any special there
3656_ham	0	a	Senthil group company Apnt 5pm
1099_ham	0	a	NO GIFTS You trying to get me to throw myself off a cliff or something
